age,job,marital,education,default,balance,housing,loan,contact,campaign,pdays,previous,poutcome,duration,y
24,management,single,primary,no,3194.0,no,no,cellular,7,-1,0,other,18.0,no
19,blue-collar,married,secondary,no,1946.0,yes,no,unknown,8,-1,1,unknown,156.0,no
68,services,married,secondary,no,2106.0,no,no,cellular,5,-1,0,unknown,352.0,no
43,student,divorced,tertiary,no,2436.0,yes,no,cellular,1,120,0,unknown,398.0,no
45,entrepreneur,married,secondary,no,-500.0,yes,no,cellular,4,-1,1,success,386.0,no
58,services,single,tertiary,no,2987.0,no,no,cellular,2,90,1,unknown,164.0,no
44,technician,single,primary,no,426.0,no,no,cellular,4,-1,0,unknown,63.0,no
53,technician,single,primary,no,590.0,yes,no,cellular,1,-1,0,unknown,182.0,no
21,housemaid,married,secondary,no,-104.0,yes,no,telephone,4,60,0,other,103.0,no
27,management,married,secondary,no,1544.0,yes,yes,cellular,2,-1,0,unknown,110.0,no
75,technician,married,secondary,no,1280.0,yes,no,cellular,7,180,1,unknown,46.0,no
45,admin.,married,primary,no,-500.0,yes,no,cellular,5,-1,0,unknown,86.0,no
28,admin.,married,secondary,no,-500.0,no,no,unknown,5,-1,3,success,104.0,no
40,blue-collar,married,secondary,no,1035.0,yes,no,telephone,4,365,0,success,214.0,no
38,technician,married,secondary,no,2865.0,yes,no,cellular,2,-1,0,success,215.0,no
35,blue-collar,single,secondary,no,2691.0,yes,no,cellular,1,-1,2,unknown,395.0,no
36,blue-collar,married,secondary,no,3201.0,yes,no,cellular,3,120,1,unknown,37.0,no
63,self-employed,married,secondary,no,1044.0,yes,no,cellular,5,-1,0,unknown,179.0,no
24,blue-collar,married,secondary,no,763.0,yes,no,telephone,1,120,0,unknown,146.0,yes
37,blue-collar,single,secondary,no,1200.0,no,no,cellular,2,90,1,failure,179.0,no
47,management,married,secondary,no,2848.0,yes,no,cellular,4,365,0,unknown,231.0,no
51,blue-collar,single,tertiary,no,4303.0,yes,no,cellular,2,-1,0,unknown,155.0,no
72,unemployed,married,tertiary,no,571.0,yes,no,cellular,4,-1,0,success,164.0,no
75,blue-collar,married,primary,no,922.0,no,no,cellular,3,-1,0,unknown,371.0,no
36,technician,single,secondary,no,1456.0,no,no,unknown,7,-1,0,unknown,126.0,no
51,management,married,tertiary,no,923.0,no,no,unknown,5,60,0,other,180.0,no
19,blue-collar,single,secondary,no,355.0,yes,no,cellular,4,180,1,success,236.0,no
56,blue-collar,divorced,secondary,no,1174.0,yes,no,telephone,4,-1,1,success,350.0,no
27,management,married,secondary,no,-23.0,yes,no,unknown,5,-1,0,success,52.0,no
22,blue-collar,married,secondary,no,2706.0,no,no,cellular,4,-1,1,failure,36.0,no
59,blue-collar,divorced,primary,no,4053.0,yes,no,unknown,3,-1,0,other,154.0,no
29,technician,single,secondary,no,889.0,yes,no,unknown,4,-1,1,failure,100.0,no
47,management,single,primary,no,4394.0,yes,no,telephone,2,-1,2,failure,152.0,no
24,technician,married,secondary,no,1206.0,yes,no,cellular,5,-1,2,unknown,501.0,no
64,blue-collar,married,primary,no,145.0,yes,no,cellular,4,-1,0,success,33.0,no
65,blue-collar,single,secondary,no,2635.0,yes,no,cellular,3,-1,0,unknown,370.0,no
53,self-employed,single,secondary,no,-264.0,no,no,telephone,4,-1,0,unknown,129.0,no
69,blue-collar,married,primary,no,2523.0,yes,no,telephone,4,90,0,unknown,214.0,no
45,blue-collar,married,primary,no,1857.0,no,no,cellular,4,-1,0,unknown,305.0,no
29,admin.,single,tertiary,no,673.0,yes,no,unknown,4,-1,2,unknown,229.0,no
27,admin.,married,primary,no,483.0,yes,no,cellular,5,365,2,unknown,49.0,no
31,student,divorced,secondary,no,-171.0,yes,no,cellular,3,-1,1,unknown,746.0,yes
30,blue-collar,married,secondary,no,3257.0,yes,yes,cellular,6,60,0,unknown,21.0,no
38,unemployed,married,secondary,no,999.0,yes,no,cellular,3,180,0,success,305.0,no
31,blue-collar,married,secondary,no,1960.0,yes,yes,cellular,4,30,0,unknown,154.0,no
54,blue-collar,married,primary,no,1380.0,no,no,cellular,3,-1,1,unknown,354.0,no
27,entrepreneur,married,tertiary,no,1018.0,no,no,cellular,7,90,1,unknown,160.0,no
56,management,married,secondary,no,1988.0,yes,no,cellular,4,-1,1,unknown,183.0,no
38,technician,married,secondary,no,2322.0,yes,no,unknown,2,-1,1,unknown,138.0,no
60,technician,married,tertiary,no,1649.0,no,no,cellular,5,-1,0,unknown,109.0,no
49,admin.,single,secondary,no,1060.0,no,no,unknown,4,90,0,unknown,121.0,no
74,housemaid,married,secondary,no,-500.0,yes,no,telephone,4,-1,0,unknown,330.0,no
45,technician,married,secondary,no,314.0,yes,no,unknown,2,60,1,unknown,470.0,no
36,admin.,single,secondary,no,849.0,yes,no,unknown,2,90,0,unknown,438.0,yes
54,retired,married,secondary,no,1429.0,no,yes,cellular,2,-1,0,unknown,106.0,no
58,blue-collar,married,tertiary,no,-500.0,no,yes,cellular,2,30,1,unknown,375.0,no
45,housemaid,single,primary,no,2515.0,no,no,cellular,3,30,1,failure,406.0,no
52,housemaid,married,primary,no,1978.0,no,no,cellular,4,60,0,unknown,63.0,no
47,entrepreneur,married,secondary,no,352.0,no,no,cellular,7,-1,0,unknown,102.0,no
36,technician,single,primary,no,-249.0,yes,no,telephone,5,90,0,unknown,69.0,no
37,retired,divorced,tertiary,no,164.0,yes,no,cellular,3,-1,1,unknown,167.0,no
74,technician,single,secondary,no,-500.0,no,no,cellular,3,30,0,unknown,252.0,no
59,services,married,primary,no,789.0,no,no,cellular,9,-1,0,unknown,57.0,no
23,blue-collar,single,secondary,no,1077.0,yes,no,unknown,3,-1,2,failure,101.0,no
77,management,married,tertiary,no,3053.0,yes,no,cellular,5,60,0,success,74.0,no
62,entrepreneur,married,secondary,no,2254.0,no,no,cellular,4,-1,0,unknown,331.0,no
21,technician,married,secondary,no,3645.0,no,no,unknown,3,-1,1,other,368.0,no
63,blue-collar,single,tertiary,no,1602.0,yes,yes,cellular,3,-1,0,other,297.0,no
54,technician,married,secondary,no,-240.0,no,no,cellular,2,-1,1,other,296.0,no
74,retired,divorced,secondary,no,4533.0,yes,no,cellular,2,-1,1,unknown,329.0,no
48,self-employed,divorced,secondary,no,827.0,yes,no,cellular,3,30,0,unknown,171.0,no
50,management,married,tertiary,no,-500.0,no,no,cellular,4,-1,1,unknown,201.0,no
37,retired,married,tertiary,no,1797.0,yes,no,telephone,6,30,1,unknown,60.0,no
37,services,divorced,tertiary,no,-500.0,yes,no,cellular,2,-1,0,unknown,73.0,no
56,services,married,primary,no,1248.0,yes,no,unknown,1,-1,0,unknown,102.0,no
69,blue-collar,single,tertiary,no,544.0,no,no,cellular,3,-1,0,unknown,262.0,no
73,retired,married,secondary,no,2343.0,no,no,cellular,4,-1,1,unknown,192.0,no
65,blue-collar,married,secondary,no,3116.0,yes,no,cellular,2,-1,0,unknown,249.0,no
55,services,married,tertiary,no,815.0,no,yes,cellular,4,60,1,success,154.0,no
49,retired,married,tertiary,no,687.0,yes,no,cellular,2,-1,1,success,293.0,no
39,blue-collar,divorced,tertiary,no,2765.0,yes,no,cellular,3,60,0,success,35.0,no
65,services,married,primary,no,20.0,yes,no,cellular,2,-1,1,unknown,231.0,no
37,management,married,secondary,no,1516.0,yes,no,telephone,4,-1,2,unknown,81.0,no
34,retired,single,tertiary,no,2375.0,yes,no,telephone,2,365,0,other,140.0,yes
71,services,divorced,tertiary,no,-23.0,yes,no,cellular,6,-1,1,unknown,159.0,no
54,services,married,secondary,no,859.0,yes,no,unknown,4,-1,0,unknown,154.0,no
39,student,single,secondary,yes,1582.0,no,no,unknown,6,-1,2,unknown,111.0,no
71,blue-collar,married,secondary,no,3795.0,no,yes,cellular,3,60,0,unknown,32.0,no
77,admin.,single,primary,no,-500.0,no,no,cellular,4,30,0,unknown,160.0,no
37,services,single,secondary,no,1131.0,no,no,cellular,4,-1,1,unknown,94.0,no
50,blue-collar,divorced,tertiary,no,3837.0,yes,no,unknown,3,90,0,unknown,184.0,no
47,admin.,single,secondary,no,3148.0,yes,no,cellular,6,-1,1,success,86.0,no
61,blue-collar,divorced,tertiary,no,904.0,no,no,unknown,3,120,0,unknown,75.0,no
76,blue-collar,married,secondary,no,1272.0,yes,no,telephone,4,90,0,unknown,256.0,no
52,unemployed,single,secondary,no,2227.0,yes,yes,cellular,3,-1,0,unknown,304.0,no
67,blue-collar,single,secondary,no,2264.0,yes,yes,unknown,2,-1,0,unknown,523.0,no
54,blue-collar,married,secondary,no,3881.0,yes,no,unknown,5,60,1,failure,145.0,no
72,technician,divorced,tertiary,no,3437.0,yes,no,cellular,1,30,0,unknown,289.0,no
43,technician,single,secondary,no,-500.0,yes,no,cellular,7,-1,1,unknown,197.0,no
41,blue-collar,single,tertiary,no,-500.0,yes,no,cellular,3,180,0,unknown,312.0,no
44,technician,married,primary,no,421.0,no,no,telephone,2,-1,1,unknown,558.0,no
79,blue-collar,single,tertiary,no,-500.0,no,yes,cellular,3,90,0,success,331.0,yes
55,student,married,secondary,no,3762.0,yes,yes,cellular,2,90,0,failure,35.0,no
27,admin.,divorced,secondary,no,-500.0,yes,no,unknown,2,-1,0,unknown,255.0,no
20,housemaid,married,primary,no,861.0,yes,no,unknown,2,-1,1,unknown,21.0,no
50,blue-collar,single,secondary,no,-168.0,yes,no,cellular,2,120,0,unknown,177.0,no
67,services,married,secondary,no,-500.0,no,yes,unknown,5,-1,0,unknown,173.0,no
47,admin.,single,tertiary,no,3525.0,no,no,cellular,3,-1,0,unknown,543.0,no
52,management,married,tertiary,no,362.0,yes,no,telephone,4,180,0,unknown,132.0,no
67,services,single,primary,no,4833.0,yes,no,cellular,4,-1,1,unknown,203.0,no
50,admin.,single,secondary,no,3930.0,yes,no,cellular,5,-1,0,failure,193.0,no
74,technician,married,secondary,no,1394.0,no,no,cellular,5,30,0,other,285.0,yes
57,blue-collar,single,tertiary,no,-500.0,yes,no,cellular,4,-1,1,unknown,258.0,no
63,blue-collar,single,tertiary,no,788.0,no,no,unknown,4,90,0,unknown,112.0,no
66,blue-collar,married,secondary,no,5515.0,yes,no,unknown,4,-1,1,unknown,43.0,no
56,blue-collar,married,primary,no,2171.0,yes,no,cellular,3,-1,0,unknown,58.0,no
21,blue-collar,married,primary,no,1099.0,yes,yes,unknown,3,-1,0,failure,335.0,no
44,management,married,secondary,no,299.0,no,no,unknown,3,-1,0,unknown,133.0,no
26,services,married,primary,no,2997.0,yes,no,cellular,6,90,0,failure,234.0,no
49,management,married,secondary,no,2065.0,no,no,cellular,2,-1,1,failure,118.0,no
26,management,married,tertiary,no,1911.0,no,no,cellular,6,30,0,unknown,87.0,no
49,technician,divorced,secondary,no,3445.0,no,no,cellular,2,-1,1,unknown,646.0,yes
39,blue-collar,married,tertiary,no,3348.0,no,no,cellular,2,-1,0,unknown,240.0,no
19,self-employed,single,tertiary,no,2187.0,yes,no,cellular,2,90,0,unknown,420.0,no
25,technician,single,secondary,no,-500.0,yes,no,telephone,6,30,1,unknown,123.0,no
49,blue-collar,single,primary,no,-368.0,yes,no,cellular,5,-1,0,unknown,507.0,no
22,self-employed,married,secondary,no,290.0,yes,yes,cellular,1,-1,1,unknown,66.0,no
71,technician,married,tertiary,no,1333.0,no,no,cellular,3,-1,1,unknown,168.0,no
65,retired,single,secondary,no,4098.0,no,no,unknown,9,-1,1,unknown,67.0,no
61,technician,single,tertiary,no,5095.0,no,yes,cellular,2,-1,0,unknown,148.0,no
28,blue-collar,single,tertiary,no,2105.0,no,no,cellular,6,-1,0,unknown,44.0,no
67,retired,married,secondary,no,2390.0,no,no,cellular,2,-1,1,unknown,29.0,no
57,blue-collar,married,primary,no,-500.0,no,yes,unknown,3,-1,1,failure,117.0,no
42,admin.,married,secondary,no,639.0,no,no,cellular,4,-1,0,unknown,270.0,no
18,unemployed,single,secondary,no,404.0,no,no,telephone,3,-1,0,unknown,225.0,no
50,blue-collar,single,secondary,no,254.0,no,no,cellular,5,-1,0,unknown,165.0,no
67,technician,married,tertiary,no,2443.0,no,no,cellular,2,-1,4,unknown,280.0,no
20,services,married,secondary,no,588.0,yes,no,telephone,4,-1,1,unknown,143.0,no
21,technician,married,secondary,no,-500.0,no,no,cellular,1,-1,0,unknown,39.0,no
41,technician,married,tertiary,no,2917.0,no,no,cellular,4,-1,1,unknown,130.0,no
49,retired,married,secondary,no,3566.0,yes,no,cellular,2,-1,0,unknown,49.0,no
47,unemployed,married,secondary,no,1919.0,yes,no,unknown,4,-1,0,unknown,160.0,no
44,student,married,secondary,no,1097.0,no,no,unknown,2,-1,0,unknown,338.0,yes
33,retired,single,tertiary,no,-219.0,yes,no,cellular,2,120,0,unknown,138.0,no
21,services,single,secondary,no,-107.0,no,yes,cellular,4,-1,0,success,89.0,no
19,blue-collar,married,secondary,no,3328.0,yes,no,cellular,2,-1,0,unknown,135.0,yes
24,admin.,married,tertiary,no,53.0,no,yes,unknown,2,-1,1,unknown,126.0,no
60,blue-collar,single,tertiary,no,5023.0,yes,yes,cellular,4,-1,4,unknown,105.0,yes
66,management,married,primary,no,3109.0,yes,no,unknown,3,-1,0,unknown,56.0,no
44,blue-collar,married,secondary,no,2011.0,no,no,unknown,2,-1,0,unknown,150.0,no
22,management,married,secondary,no,6286.0,yes,yes,unknown,2,-1,1,failure,188.0,no
43,services,divorced,secondary,no,3696.0,no,no,cellular,1,-1,0,failure,444.0,yes
79,services,married,tertiary,no,625.0,no,no,cellular,2,180,1,unknown,32.0,no
33,technician,divorced,secondary,no,-443.0,yes,yes,cellular,4,-1,0,success,330.0,no
48,technician,married,tertiary,no,637.0,no,no,cellular,3,-1,0,unknown,40.0,yes
51,technician,married,tertiary,no,1215.0,no,no,cellular,4,-1,2,unknown,102.0,yes
38,self-employed,married,secondary,no,35.0,no,no,unknown,7,-1,2,unknown,193.0,no
45,blue-collar,single,secondary,no,-500.0,yes,no,telephone,4,-1,1,unknown,388.0,no
47,technician,married,primary,no,1824.0,yes,no,telephone,4,-1,0,unknown,550.0,no
47,blue-collar,married,secondary,no,2999.0,yes,no,telephone,3,-1,0,unknown,404.0,no
62,blue-collar,divorced,tertiary,no,4744.0,yes,no,cellular,1,-1,2,success,428.0,yes
54,blue-collar,married,tertiary,no,1538.0,yes,no,cellular,4,-1,0,unknown,282.0,no
21,retired,married,secondary,no,2485.0,no,no,unknown,5,-1,0,unknown,163.0,yes
18,services,single,tertiary,no,-500.0,yes,yes,cellular,3,-1,0,other,60.0,no
43,admin.,married,tertiary,no,2946.0,yes,yes,cellular,3,-1,2,failure,619.0,yes
74,student,married,secondary,no,-416.0,no,no,cellular,4,-1,0,unknown,114.0,no
20,blue-collar,single,tertiary,no,1949.0,no,no,cellular,3,120,1,unknown,250.0,no
22,blue-collar,married,secondary,no,1322.0,no,yes,cellular,6,-1,0,unknown,399.0,no
60,blue-collar,married,tertiary,no,965.0,no,no,unknown,5,-1,0,unknown,104.0,no
45,blue-collar,married,tertiary,no,-500.0,yes,no,cellular,1,180,2,unknown,309.0,no
32,student,married,secondary,no,37.0,yes,no,cellular,4,30,2,unknown,162.0,no
30,admin.,married,secondary,no,-318.0,no,no,cellular,4,-1,0,unknown,174.0,no
59,blue-collar,married,tertiary,no,331.0,no,no,cellular,2,60,2,other,40.0,no
50,admin.,married,primary,no,3528.0,yes,no,unknown,8,-1,0,unknown,74.0,no
57,student,married,secondary,no,765.0,no,no,telephone,3,-1,0,failure,206.0,no
35,unemployed,married,secondary,no,189.0,no,yes,cellular,5,60,0,success,546.0,no
50,services,married,secondary,no,2569.0,yes,no,cellular,4,-1,0,unknown,216.0,no
71,self-employed,married,primary,no,1988.0,yes,no,cellular,3,-1,2,unknown,381.0,yes
37,technician,divorced,secondary,no,5058.0,yes,no,cellular,3,-1,0,unknown,65.0,no
42,blue-collar,married,tertiary,no,3220.0,no,no,unknown,4,-1,1,unknown,186.0,no
28,admin.,married,tertiary,no,-500.0,yes,no,unknown,2,-1,0,unknown,247.0,no
57,management,single,tertiary,no,2849.0,yes,no,cellular,8,365,2,success,229.0,no
20,blue-collar,married,secondary,yes,2635.0,yes,no,cellular,2,60,3,unknown,387.0,no
33,management,divorced,secondary,no,4387.0,no,no,cellular,4,60,0,unknown,64.0,no
62,management,single,secondary,no,1043.0,no,yes,telephone,7,-1,1,failure,135.0,no
19,blue-collar,married,secondary,no,3373.0,yes,no,telephone,2,-1,1,failure,109.0,no
79,management,married,tertiary,no,762.0,no,no,unknown,1,-1,0,unknown,151.0,yes
43,entrepreneur,married,secondary,no,1923.0,no,no,cellular,1,-1,0,unknown,100.0,no
42,admin.,single,tertiary,no,-499.0,yes,no,unknown,7,-1,2,unknown,398.0,no
51,technician,married,tertiary,no,-500.0,yes,no,telephone,3,-1,0,success,36.0,no
57,services,single,secondary,no,2965.0,yes,no,cellular,1,-1,1,failure,183.0,no
46,admin.,single,tertiary,no,1406.0,no,yes,unknown,4,-1,1,unknown,143.0,no
72,blue-collar,single,tertiary,no,-500.0,no,no,cellular,3,30,0,unknown,172.0,no
77,admin.,married,primary,no,2866.0,no,no,cellular,4,-1,0,unknown,459.0,no
30,admin.,single,primary,yes,-500.0,no,no,cellular,4,180,2,unknown,263.0,yes
61,admin.,single,tertiary,no,-58.0,no,no,cellular,4,-1,2,unknown,251.0,no
36,blue-collar,married,tertiary,no,-500.0,no,no,cellular,1,-1,0,unknown,274.0,no
79,technician,divorced,secondary,no,3559.0,no,no,unknown,1,30,0,other,293.0,yes
33,technician,married,secondary,no,620.0,no,no,cellular,1,-1,0,unknown,197.0,no
36,technician,divorced,secondary,no,1542.0,yes,no,unknown,6,-1,1,unknown,257.0,no
62,self-employed,married,secondary,no,1948.0,yes,no,cellular,4,-1,1,unknown,204.0,no
66,services,married,primary,no,2855.0,yes,no,cellular,3,-1,1,unknown,84.0,no
25,services,single,secondary,no,2652.0,yes,no,unknown,3,-1,2,unknown,520.0,no
52,technician,married,tertiary,no,2842.0,yes,no,unknown,2,-1,1,other,330.0,yes
39,services,married,primary,yes,922.0,yes,no,cellular,7,365,2,unknown,208.0,no
55,services,married,secondary,no,2936.0,yes,no,cellular,4,-1,0,failure,44.0,no
52,technician,single,secondary,no,220.0,no,no,cellular,3,-1,0,unknown,93.0,no
79,retired,married,tertiary,no,676.0,yes,no,cellular,3,-1,1,unknown,484.0,no
75,blue-collar,single,tertiary,no,-500.0,no,no,cellular,4,-1,0,unknown,148.0,no
58,admin.,married,tertiary,no,4417.0,yes,no,cellular,8,-1,1,failure,103.0,no
60,housemaid,married,secondary,no,-389.0,no,no,cellular,2,-1,1,unknown,78.0,no
73,admin.,married,primary,no,3939.0,no,no,cellular,2,-1,0,unknown,142.0,no
29,blue-collar,married,secondary,no,2367.0,yes,no,cellular,3,-1,0,failure,241.0,no
62,admin.,divorced,secondary,no,1759.0,no,no,cellular,3,90,0,success,229.0,no
65,blue-collar,single,primary,no,2061.0,yes,no,cellular,2,60,1,failure,99.0,no
25,technician,divorced,primary,no,-500.0,yes,no,cellular,1,-1,0,failure,208.0,no
72,entrepreneur,single,secondary,no,4290.0,yes,no,cellular,2,60,2,failure,84.0,no
61,blue-collar,single,secondary,no,749.0,no,no,telephone,4,-1,0,success,320.0,no
39,housemaid,divorced,secondary,no,3223.0,yes,yes,cellular,3,-1,0,unknown,487.0,no
48,blue-collar,married,tertiary,no,422.0,no,no,telephone,2,30,0,unknown,224.0,no
48,services,divorced,secondary,no,-500.0,no,no,unknown,3,120,0,failure,289.0,no
74,services,married,primary,no,4970.0,yes,yes,unknown,5,-1,0,unknown,149.0,no
78,admin.,married,secondary,no,314.0,no,no,cellular,4,-1,1,unknown,360.0,no
68,management,married,secondary,no,2231.0,yes,yes,unknown,6,-1,0,unknown,361.0,no
58,admin.,married,tertiary,no,-500.0,yes,no,unknown,3,-1,0,other,242.0,no
24,services,married,secondary,no,1272.0,yes,no,cellular,3,-1,0,success,132.0,no
74,technician,married,secondary,no,2487.0,yes,yes,unknown,2,365,0,unknown,210.0,no
26,technician,married,tertiary,no,1657.0,no,no,unknown,1,-1,1,unknown,196.0,no
28,blue-collar,single,secondary,no,1224.0,yes,no,telephone,4,-1,0,unknown,424.0,no
22,services,married,secondary,no,1020.0,yes,yes,cellular,2,30,0,unknown,423.0,no
76,technician,married,primary,no,2967.0,no,no,unknown,1,60,0,unknown,119.0,no
48,technician,single,secondary,no,-500.0,no,no,cellular,4,-1,1,unknown,214.0,no
32,blue-collar,single,primary,no,974.0,no,no,unknown,3,-1,0,unknown,65.0,no
23,management,single,tertiary,no,3982.0,no,no,unknown,2,-1,0,unknown,95.0,no
43,blue-collar,married,secondary,no,-500.0,yes,no,cellular,3,-1,0,unknown,356.0,no
62,admin.,married,primary,no,1208.0,yes,no,cellular,4,-1,0,unknown,87.0,no
79,services,divorced,secondary,no,-500.0,no,no,cellular,3,365,1,failure,360.0,no
52,management,married,secondary,yes,1942.0,no,no,unknown,1,-1,1,unknown,60.0,no
55,blue-collar,single,secondary,no,1459.0,no,yes,telephone,4,-1,0,unknown,781.0,yes
69,technician,married,tertiary,no,-299.0,yes,no,cellular,3,-1,0,unknown,58.0,no
73,management,married,secondary,no,1444.0,no,no,cellular,4,-1,2,other,328.0,no
35,unemployed,single,tertiary,no,1518.0,no,no,telephone,3,-1,0,unknown,128.0,no
79,technician,married,secondary,no,303.0,yes,yes,cellular,5,120,0,unknown,57.0,no
50,technician,married,secondary,no,650.0,yes,yes,unknown,3,-1,1,other,38.0,no
75,student,single,secondary,no,234.0,no,no,cellular,5,-1,1,unknown,197.0,no
25,admin.,married,secondary,no,-500.0,yes,no,cellular,4,60,0,unknown,269.0,no
24,admin.,married,primary,no,3068.0,no,no,unknown,2,-1,0,unknown,81.0,no
72,technician,married,secondary,no,3551.0,yes,no,telephone,3,-1,0,unknown,269.0,no
59,blue-collar,married,tertiary,no,-500.0,yes,no,cellular,4,30,1,unknown,256.0,no
28,entrepreneur,single,tertiary,no,3574.0,no,no,cellular,3,-1,1,failure,35.0,no
73,self-employed,married,primary,no,2123.0,yes,no,unknown,6,-1,0,unknown,174.0,no
24,blue-collar,married,primary,no,-500.0,yes,no,unknown,2,365,2,success,238.0,no
60,blue-collar,married,primary,no,1023.0,yes,no,cellular,1,-1,0,failure,168.0,no
30,management,divorced,secondary,no,130.0,no,yes,cellular,3,60,0,unknown,254.0,no
22,blue-collar,married,secondary,no,3062.0,yes,no,unknown,4,-1,0,other,491.0,yes
67,services,divorced,tertiary,no,-252.0,yes,yes,cellular,2,180,0,unknown,366.0,no
70,admin.,married,primary,no,5221.0,no,no,cellular,2,-1,1,unknown,205.0,no
24,management,married,tertiary,no,3485.0,yes,no,cellular,5,-1,0,unknown,250.0,no
23,blue-collar,single,tertiary,no,-500.0,yes,yes,unknown,2,-1,0,unknown,88.0,no
56,self-employed,married,primary,no,4349.0,yes,no,cellular,3,60,0,other,62.0,no
19,blue-collar,single,tertiary,no,2714.0,no,no,cellular,4,-1,0,unknown,197.0,no
64,blue-collar,divorced,tertiary,no,1129.0,no,no,unknown,1,-1,1,failure,52.0,no
74,technician,single,secondary,no,2616.0,no,no,cellular,1,-1,2,unknown,114.0,no
64,blue-collar,married,secondary,no,3064.0,yes,no,unknown,6,-1,2,unknown,135.0,no
32,services,single,secondary,no,35.0,yes,no,cellular,2,90,2,unknown,133.0,yes
29,blue-collar,married,secondary,no,2903.0,no,no,cellular,3,180,0,unknown,243.0,no
60,blue-collar,single,tertiary,no,621.0,no,no,cellular,2,-1,0,failure,232.0,no
21,blue-collar,married,secondary,no,2866.0,yes,no,unknown,5,-1,0,unknown,143.0,no
51,technician,married,tertiary,no,1154.0,no,no,cellular,2,-1,1,unknown,100.0,no
45,entrepreneur,married,secondary,no,-413.0,no,no,unknown,4,-1,0,unknown,151.0,no
64,blue-collar,married,secondary,no,2534.0,yes,no,cellular,4,-1,2,success,232.0,no
30,retired,single,secondary,no,718.0,no,no,cellular,3,-1,0,unknown,576.0,yes
65,entrepreneur,married,tertiary,no,1678.0,yes,no,cellular,5,-1,0,failure,241.0,no
61,technician,married,secondary,no,2136.0,yes,no,cellular,2,-1,0,unknown,204.0,no
32,unemployed,single,secondary,no,4045.0,no,no,cellular,4,-1,1,unknown,273.0,no
40,retired,married,tertiary,no,616.0,yes,no,unknown,2,30,0,other,218.0,yes
22,management,divorced,secondary,no,-127.0,yes,no,telephone,1,-1,0,unknown,80.0,no
45,blue-collar,married,tertiary,no,4362.0,yes,yes,cellular,1,-1,0,unknown,301.0,no
34,technician,married,secondary,no,1406.0,yes,no,cellular,6,365,0,unknown,161.0,no
25,management,married,tertiary,no,419.0,no,no,cellular,3,-1,0,unknown,171.0,no
52,blue-collar,married,secondary,no,2052.0,yes,yes,cellular,2,-1,0,failure,276.0,no
53,technician,married,primary,no,781.0,yes,no,cellular,6,-1,1,unknown,91.0,no
23,technician,single,primary,no,918.0,no,no,cellular,4,365,0,unknown,25.0,no
29,management,married,secondary,no,6033.0,yes,no,unknown,3,-1,0,unknown,283.0,no
23,blue-collar,divorced,secondary,no,-378.0,yes,no,cellular,2,-1,0,unknown,36.0,no
60,services,married,secondary,no,-500.0,no,no,cellular,1,-1,1,other,187.0,no
38,technician,single,secondary,no,3606.0,yes,no,cellular,1,-1,1,other,359.0,no
22,management,married,secondary,no,717.0,no,no,cellular,6,30,1,unknown,168.0,yes
29,blue-collar,married,tertiary,no,1974.0,no,no,cellular,3,-1,0,unknown,288.0,no
78,blue-collar,married,primary,no,2549.0,yes,no,cellular,3,365,1,success,91.0,no
33,blue-collar,married,secondary,no,-500.0,yes,no,cellular,6,-1,1,unknown,215.0,no
60,blue-collar,married,tertiary,no,3453.0,yes,no,telephone,1,-1,0,other,102.0,no
47,student,married,secondary,no,390.0,yes,no,unknown,2,-1,0,success,190.0,no
29,admin.,married,tertiary,no,4818.0,yes,no,cellular,1,-1,0,unknown,157.0,no
37,entrepreneur,divorced,secondary,no,-33.0,yes,no,unknown,1,-1,0,unknown,62.0,no
18,technician,married,secondary,no,4218.0,no,no,cellular,3,-1,0,unknown,254.0,no
64,housemaid,married,tertiary,no,4544.0,no,no,cellular,6,-1,1,unknown,26.0,no
38,blue-collar,married,secondary,no,519.0,no,yes,cellular,3,90,1,other,59.0,no
48,technician,married,secondary,no,1057.0,yes,no,cellular,3,-1,0,unknown,328.0,no
27,blue-collar,married,secondary,no,835.0,no,no,telephone,5,90,1,failure,69.0,no
69,technician,single,primary,no,4135.0,yes,no,cellular,1,-1,1,unknown,211.0,no
31,admin.,single,secondary,no,1723.0,yes,no,cellular,2,-1,0,unknown,304.0,no
53,housemaid,single,tertiary,no,2359.0,no,no,telephone,4,120,0,unknown,359.0,no
72,self-employed,married,primary,yes,1142.0,no,no,cellular,1,365,0,success,60.0,no
62,entrepreneur,married,secondary,no,2250.0,no,no,cellular,4,-1,1,unknown,223.0,no
55,retired,single,primary,no,2367.0,yes,no,cellular,4,-1,0,unknown,88.0,no
73,blue-collar,married,secondary,no,326.0,no,no,telephone,5,365,1,other,61.0,no
28,retired,married,secondary,no,4590.0,no,no,cellular,7,90,0,unknown,121.0,no
77,blue-collar,married,primary,no,1033.0,yes,yes,unknown,5,-1,1,failure,238.0,no
52,technician,single,secondary,no,3254.0,yes,no,cellular,3,-1,0,unknown,234.0,no
43,retired,married,primary,no,-500.0,no,no,unknown,5,-1,0,unknown,47.0,no
33,management,divorced,tertiary,no,2631.0,no,no,cellular,4,-1,0,unknown,271.0,no
64,admin.,married,tertiary,no,3317.0,no,no,unknown,5,-1,0,unknown,68.0,no
78,management,divorced,secondary,no,1879.0,no,no,cellular,4,-1,0,unknown,433.0,no
60,retired,married,primary,no,3337.0,no,no,cellular,3,-1,0,unknown,105.0,no
